epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,291.072,1.12238,0.95958,1.24552,0.61948,0.46245,0.42207,0.28912,1.5429,2.02866,1.61518,0.000291725,0.000291725,0.000291725
127,293.52,1.18763,1.00903,1.25863,0.65024,0.44753,0.42919,0.28374,1.61404,2.03388,1.64821,0.000280723,0.000280723,0.000280723
128,295.921,1.24211,1.07939,1.28506,0.57331,0.44744,0.42221,0.2742,1.63452,2.03792,1.64813,0.000269721,0.000269721,0.000269721
129,298.31,1.22145,1.05298,1.27233,0.5166,0.45467,0.38759,0.26858,1.61295,2.07063,1.64653,0.000258718,0.000258718,0.000258718
130,300.671,1.23468,1.10134,1.31491,0.55094,0.44185,0.37294,0.26634,1.63792,2.11118,1.64514,0.000247716,0.000247716,0.000247716
131,303.049,1.22013,1.0091,1.30371,0.53102,0.44516,0.38986,0.27096,1.63119,2.1417,1.64441,0.000236714,0.000236714,0.000236714
132,305.403,1.13906,0.951,1.24445,0.57849,0.4568,0.39878,0.27583,1.6487,2.22722,1.6558,0.000225712,0.000225712,0.000225712
133,307.758,1.12766,0.96366,1.22596,0.54834,0.42823,0.3836,0.2734,1.64891,2.23438,1.67354,0.00021471,0.00021471,0.00021471
134,310.093,1.22576,1.00443,1.29595,0.51307,0.38828,0.36675,0.25662,1.64705,2.18406,1.67125,0.000203707,0.000203707,0.000203707
135,312.414,1.14063,0.96524,1.24947,0.50942,0.4011,0.35927,0.23555,1.65958,2.1996,1.66266,0.000192705,0.000192705,0.000192705
136,314.798,1.12813,0.90492,1.24164,0.54909,0.4011,0.37207,0.23521,1.66327,2.22126,1.66157,0.000181703,0.000181703,0.000181703
137,317.131,1.15566,0.95867,1.2384,0.52224,0.45238,0.37839,0.24624,1.60427,2.18872,1.64373,0.000170701,0.000170701,0.000170701
138,319.501,1.22255,1.01156,1.28968,0.49778,0.45238,0.40174,0.25979,1.55846,2.16939,1.62141,0.000159699,0.000159699,0.000159699
139,321.814,1.22834,1.03822,1.29472,0.46944,0.42674,0.40261,0.26571,1.59753,2.1648,1.62221,0.000148696,0.000148696,0.000148696
140,324.194,1.14393,0.93679,1.25221,0.51259,0.41392,0.39773,0.2614,1.64811,2.22426,1.64103,0.000137694,0.000137694,0.000137694
141,332.828,1.14706,0.9841,1.28119,0.54389,0.42217,0.39995,0.2643,1.61929,2.19383,1.60439,0.000126692,0.000126692,0.000126692
142,335.238,1.17057,0.93617,1.32013,0.58906,0.46245,0.4158,0.27456,1.57619,2.15798,1.58966,0.00011569,0.00011569,0.00011569
143,337.554,1.13381,0.96694,1.27131,0.61426,0.46245,0.42048,0.2861,1.55247,2.10548,1.5778,0.000104688,0.000104688,0.000104688
144,339.928,1.10773,0.88033,1.27315,0.61633,0.44963,0.42312,0.28929,1.51322,2.03515,1.56071,9.36854e-05,9.36854e-05,9.36854e-05
145,342.298,1.1614,0.93852,1.34455,0.64742,0.42448,0.42112,0.28744,1.49701,2.02791,1.55214,8.26832e-05,8.26832e-05,8.26832e-05
146,344.626,1.16282,0.91365,1.26955,0.64006,0.43143,0.42023,0.28999,1.49571,2.03788,1.56142,7.1681e-05,7.1681e-05,7.1681e-05
147,346.991,1.1321,0.92141,1.28033,0.73767,0.40614,0.4189,0.29099,1.48128,2.02553,1.56121,6.06788e-05,6.06788e-05,6.06788e-05
148,349.317,1.12793,0.94593,1.2912,0.76274,0.40614,0.4161,0.29139,1.48954,2.05438,1.56802,4.96766e-05,4.96766e-05,4.96766e-05
149,351.698,1.13662,0.93123,1.32341,0.73059,0.39186,0.40705,0.29107,1.49039,2.06087,1.56942,3.86744e-05,3.86744e-05,3.86744e-05
150,354.018,1.11828,0.91368,1.28405,0.62165,0.40614,0.40656,0.28591,1.48757,2.05521,1.56896,2.76722e-05,2.76722e-05,2.76722e-05
