epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,308.191,1.05581,0.62131,0.92627,0.56925,0.49841,0.49864,0.19796,2.33694,1.72358,1.57172,0.000155761,0.000155761,0.000155761
182,309.744,1.0825,0.60804,0.91697,0.59685,0.46406,0.4936,0.19955,2.3413,1.73848,1.57546,0.000148687,0.000148687,0.000148687
183,311.287,1.03221,0.59326,0.91429,0.60323,0.46859,0.49025,0.19818,2.3532,1.7482,1.58033,0.000141614,0.000141614,0.000141614
184,312.871,1.02617,0.57316,0.91335,0.58411,0.48243,0.48756,0.19404,2.36645,1.76077,1.58823,0.00013454,0.00013454,0.00013454
185,314.573,1.06795,0.60547,0.93935,0.58059,0.49981,0.49017,0.19569,2.37608,1.76051,1.59615,0.000127467,0.000127467,0.000127467
186,316.26,0.97773,0.57292,0.91579,0.56829,0.49127,0.48044,0.19562,2.3694,1.77672,1.5984,0.000120393,0.000120393,0.000120393
187,317.959,0.97337,0.58488,0.89995,0.54298,0.49354,0.47611,0.19607,2.36505,1.78241,1.59477,0.00011332,0.00011332,0.00011332
188,319.607,1.04,0.58752,0.91411,0.5377,0.48926,0.47634,0.1973,2.35929,1.77909,1.59068,0.000106246,0.000106246,0.000106246
189,321.249,0.95755,0.56405,0.91511,0.54211,0.48918,0.47599,0.19996,2.35954,1.77657,1.59518,9.91726e-05,9.91726e-05,9.91726e-05
190,322.811,1.00469,0.58455,0.91276,0.55444,0.489,0.47779,0.20055,2.35806,1.77757,1.59692,9.20991e-05,9.20991e-05,9.20991e-05
191,330.338,1.03875,0.60773,0.91646,0.56786,0.50303,0.48415,0.19996,2.35969,1.77042,1.60511,8.50255e-05,8.50255e-05,8.50255e-05
192,331.891,0.98626,0.59411,0.90528,0.55777,0.50461,0.47679,0.19968,2.37058,1.77582,1.62306,7.7952e-05,7.7952e-05,7.7952e-05
193,333.453,1.00182,0.59099,0.90856,0.55467,0.49085,0.46894,0.19639,2.3724,1.77884,1.63245,7.08784e-05,7.08784e-05,7.08784e-05
194,335.01,1.04493,0.59827,0.92449,0.56472,0.493,0.46555,0.19649,2.38181,1.77589,1.64435,6.38049e-05,6.38049e-05,6.38049e-05
195,336.562,1.05457,0.62013,0.92102,0.55545,0.50208,0.47108,0.19485,2.38418,1.77303,1.64642,5.67313e-05,5.67313e-05,5.67313e-05
196,338.158,0.96481,0.56547,0.90533,0.54633,0.51109,0.47475,0.19497,2.3939,1.77452,1.65055,4.96578e-05,4.96578e-05,4.96578e-05
197,339.722,1.01907,0.57676,0.91257,0.54784,0.51757,0.47545,0.19642,2.39357,1.77133,1.64886,4.25842e-05,4.25842e-05,4.25842e-05
198,341.249,1.00562,0.57926,0.89602,0.54296,0.52624,0.47354,0.19553,2.39701,1.77131,1.65059,3.55107e-05,3.55107e-05,3.55107e-05
199,342.771,1.0015,0.56046,0.92671,0.5449,0.52624,0.47627,0.19446,2.40064,1.76662,1.64973,2.84371e-05,2.84371e-05,2.84371e-05
200,344.35,0.99763,0.58615,0.89103,0.53079,0.5353,0.47776,0.1957,2.39839,1.76373,1.64696,2.13636e-05,2.13636e-05,2.13636e-05
