epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,154.489,1.17381,1.08181,1.37923,0.24679,0.15789,0.15188,0.07816,2.36123,6.34514,2.33836,0.000872563,0.000872563,0.000872563
63,156.918,1.13954,1.10357,1.36904,0.32028,0.15789,0.15998,0.07905,2.31158,6.32696,2.28184,0.000866375,0.000866375,0.000866375
64,159.411,1.16534,1.15621,1.40106,0.29322,0.18421,0.17473,0.09684,2.35512,6.23795,2.19818,0.000860188,0.000860188,0.000860188
65,161.979,1.17902,1.14447,1.39555,0.31826,0.15789,0.17312,0.10182,2.36604,6.38495,2.196,0.000854,0.000854,0.000854
66,164.508,1.22706,1.1764,1.41096,0.2899,0.09211,0.131,0.0699,2.35938,6.56767,2.20648,0.000847813,0.000847813,0.000847813
67,166.987,1.08141,1.08365,1.3546,0.24205,0.11842,0.12325,0.05562,2.39518,6.65921,2.23313,0.000841625,0.000841625,0.000841625
68,169.468,1.10299,1.10504,1.33412,0.30283,0.1416,0.15983,0.06044,2.37152,6.45541,2.19517,0.000835438,0.000835438,0.000835438
69,171.982,1.09981,1.11365,1.36443,0.42364,0.14474,0.18046,0.07265,2.31136,6.27046,2.17943,0.00082925,0.00082925,0.00082925
70,174.478,1.0813,1.06699,1.29806,0.21259,0.16556,0.1622,0.08013,2.35739,6.19964,2.25633,0.000823063,0.000823063,0.000823063
71,176.944,1.09204,1.12191,1.35195,0.28776,0.13158,0.15691,0.08265,2.38245,6.54205,2.26931,0.000816875,0.000816875,0.000816875
72,179.42,1.08415,1.11282,1.37597,0.30827,0.09211,0.13236,0.07147,2.30637,6.66351,2.22083,0.000810688,0.000810688,0.000810688
73,181.935,1.07978,1.07072,1.38816,0.30282,0.09211,0.13218,0.07715,2.28546,6.65973,2.22873,0.0008045,0.0008045,0.0008045
74,184.405,1.0946,1.05568,1.34504,0.29301,0.13158,0.16432,0.10893,2.2472,6.55172,2.17039,0.000798313,0.000798313,0.000798313
75,186.953,1.10389,1.02546,1.35813,0.35481,0.17105,0.1882,0.13584,2.16049,6.34027,2.07592,0.000792125,0.000792125,0.000792125
76,189.45,1.06165,1.02172,1.29698,0.34984,0.21053,0.21205,0.13579,2.07906,6.22832,2.00051,0.000785938,0.000785938,0.000785938
77,191.981,1.05969,1.05604,1.3299,0.31826,0.18421,0.18643,0.11969,2.05864,6.30942,2.00062,0.00077975,0.00077975,0.00077975
78,194.433,1.01798,0.97515,1.26854,0.32341,0.14474,0.16386,0.10324,2.10948,6.3929,2.07006,0.000773563,0.000773563,0.000773563
79,196.941,1.08661,1.05223,1.3209,0.30219,0.17105,0.17602,0.10533,2.08345,6.3149,2.0457,0.000767375,0.000767375,0.000767375
80,199.419,1.01571,0.99927,1.30398,0.26496,0.22253,0.19101,0.12709,2.13765,6.27342,2.10839,0.000761188,0.000761188,0.000761188
81,201.836,1.1189,1.0355,1.31004,0.29859,0.21053,0.21364,0.13085,2.19474,6.27405,2.1446,0.000755,0.000755,0.000755
82,204.251,1.09988,1.01972,1.31723,0.31199,0.17105,0.19026,0.1196,2.1939,6.4217,2.18556,0.000748813,0.000748813,0.000748813
83,206.64,1.04058,1.01138,1.32784,0.24839,0.18421,0.17357,0.10054,2.2016,6.53783,2.20363,0.000742625,0.000742625,0.000742625
84,209.05,0.99525,0.94036,1.26603,0.35667,0.17105,0.19707,0.1019,2.20797,6.56186,2.24049,0.000736438,0.000736438,0.000736438
85,211.455,0.9932,0.96852,1.24664,0.28175,0.18421,0.1839,0.10785,2.17381,6.51888,2.21692,0.00073025,0.00073025,0.00073025
86,213.865,1.06404,0.98518,1.2734,0.30549,0.13158,0.17397,0.11128,2.19036,6.64475,2.20883,0.000724062,0.000724062,0.000724062
87,216.275,1.00545,0.99517,1.29321,0.24521,0.17105,0.18583,0.10866,2.19943,6.59262,2.20716,0.000717875,0.000717875,0.000717875
88,218.723,1.01866,0.90148,1.22632,0.39278,0.19298,0.22383,0.12787,2.19176,6.56257,2.19239,0.000711687,0.000711687,0.000711687
89,221.193,0.95492,0.85414,1.21393,0.33051,0.21053,0.23875,0.13586,2.26275,6.47984,2.2378,0.0007055,0.0007055,0.0007055
90,223.75,1.05309,0.97537,1.28059,0.30785,0.23684,0.23052,0.13634,2.24896,6.34071,2.2416,0.000699312,0.000699312,0.000699312
91,226.201,0.97601,0.92165,1.29704,0.27953,0.19737,0.20376,0.11912,2.21542,6.40284,2.19689,0.000693125,0.000693125,0.000693125
92,228.722,1.00826,0.90121,1.25844,0.25181,0.17105,0.16226,0.09861,2.25213,6.44915,2.24721,0.000686937,0.000686937,0.000686937
93,231.217,1.11067,0.99738,1.33322,0.3244,0.13158,0.15932,0.09696,2.28592,6.36188,2.23056,0.00068075,0.00068075,0.00068075
94,233.754,0.99503,0.87592,1.26537,0.25947,0.18421,0.1793,0.10473,2.26545,6.35932,2.19447,0.000674562,0.000674562,0.000674562
95,236.247,0.91884,0.8476,1.19831,0.26106,0.19737,0.19841,0.11213,2.261,6.40877,2.1526,0.000668375,0.000668375,0.000668375
96,238.771,0.88773,0.85746,1.19844,0.31315,0.18421,0.19667,0.1151,2.24009,6.37973,2.09399,0.000662188,0.000662188,0.000662188
97,241.274,0.92424,0.84388,1.24713,0.37588,0.18421,0.20423,0.10657,2.26929,6.50401,2.12865,0.000656,0.000656,0.000656
98,243.748,0.89286,0.8186,1.20239,0.295,0.18947,0.20041,0.10539,2.3049,6.60464,2.15851,0.000649813,0.000649813,0.000649813
99,246.207,0.93039,0.79922,1.20043,0.23747,0.21053,0.20076,0.10226,2.3466,6.56122,2.224,0.000643625,0.000643625,0.000643625
100,248.699,0.92457,0.87195,1.23606,0.22192,0.17105,0.16408,0.10607,2.35946,6.58703,2.31726,0.000637437,0.000637437,0.000637437
101,251.114,0.90769,0.80836,1.21989,0.20427,0.17272,0.1504,0.105,2.35292,6.54591,2.31585,0.00063125,0.00063125,0.00063125
102,253.512,0.96627,0.87278,1.19002,0.2633,0.18421,0.17858,0.11285,2.26361,6.52219,2.20455,0.000625062,0.000625062,0.000625062
103,255.977,0.88595,0.8033,1.19278,0.40017,0.18421,0.23143,0.13302,2.23067,6.42185,2.10878,0.000618875,0.000618875,0.000618875
104,258.44,0.93332,0.79709,1.20341,0.32796,0.19737,0.23102,0.14643,2.13789,6.33112,2.04695,0.000612687,0.000612687,0.000612687
105,260.911,0.9355,0.82101,1.25959,0.2707,0.23684,0.22846,0.14669,2.13851,6.23753,2.05416,0.0006065,0.0006065,0.0006065
106,263.312,0.9104,0.80805,1.23217,0.30482,0.22612,0.22895,0.11791,2.26707,6.24821,2.16823,0.000600313,0.000600313,0.000600313
107,265.731,0.89356,0.74829,1.19526,0.34004,0.23684,0.24309,0.12782,2.25267,6.16694,2.17649,0.000594125,0.000594125,0.000594125
108,268.202,0.95453,0.88431,1.22227,0.28336,0.21053,0.2191,0.10872,2.32809,6.36408,2.24459,0.000587938,0.000587938,0.000587938
109,270.62,0.87729,0.77333,1.18346,0.33544,0.18421,0.20763,0.10143,2.35007,6.61156,2.216,0.00058175,0.00058175,0.00058175
110,273.038,0.92187,0.80238,1.18475,0.32954,0.18421,0.19469,0.0961,2.317,6.70507,2.22702,0.000575563,0.000575563,0.000575563
111,275.454,0.85394,0.78642,1.22182,0.25331,0.15789,0.17594,0.08461,2.23288,6.72713,2.17159,0.000569375,0.000569375,0.000569375
112,277.887,0.87089,0.78446,1.17205,0.30085,0.11842,0.15767,0.09781,2.16541,6.70821,2.14529,0.000563187,0.000563187,0.000563187
113,280.304,0.87832,0.74874,1.18317,0.37393,0.11719,0.16621,0.11067,2.24753,6.68099,2.20416,0.000557,0.000557,0.000557
114,282.704,0.92856,0.79855,1.21987,0.25982,0.15789,0.17267,0.11748,2.28936,6.65251,2.23899,0.000550813,0.000550813,0.000550813
115,285.097,0.9186,0.75693,1.23708,0.29532,0.18421,0.18377,0.11878,2.2865,6.66096,2.25683,0.000544625,0.000544625,0.000544625
116,287.53,0.91561,0.80279,1.20028,0.26498,0.19737,0.18416,0.11673,2.27541,6.52765,2.27136,0.000538438,0.000538438,0.000538438
117,289.973,0.87894,0.75155,1.18317,0.32309,0.19737,0.20607,0.11641,2.27729,6.48878,2.24294,0.00053225,0.00053225,0.00053225
118,292.402,0.80131,0.65632,1.11771,0.2668,0.19737,0.18664,0.11811,2.34952,6.49138,2.31587,0.000526063,0.000526063,0.000526063
119,294.84,0.86173,0.72937,1.20277,0.28,0.21053,0.19475,0.12713,2.31627,6.44758,2.29142,0.000519875,0.000519875,0.000519875
120,297.278,0.82242,0.72979,1.1782,0.31025,0.17105,0.19681,0.11463,2.32473,6.46422,2.27469,0.000513688,0.000513688,0.000513688
121,299.692,0.82571,0.77762,1.19496,0.22963,0.17105,0.16964,0.10972,2.30081,6.54534,2.24895,0.0005075,0.0005075,0.0005075
122,302.095,0.80066,0.73231,1.15838,0.30543,0.13158,0.15629,0.09217,2.27089,6.69874,2.2583,0.000501313,0.000501313,0.000501313
123,304.516,0.80359,0.65869,1.13464,0.30318,0.11842,0.15937,0.0931,2.27668,6.7981,2.27766,0.000495125,0.000495125,0.000495125
124,306.949,0.78367,0.66712,1.14078,0.26656,0.14474,0.18261,0.1025,2.25622,6.85042,2.22391,0.000488938,0.000488938,0.000488938
125,309.373,0.71374,0.67504,1.13816,0.30622,0.15789,0.20523,0.12076,2.27202,6.72259,2.25323,0.00048275,0.00048275,0.00048275
126,311.817,0.85012,0.72036,1.17777,0.302,0.20079,0.21856,0.12968,2.28777,6.49062,2.2891,0.000476562,0.000476562,0.000476562
127,314.286,0.85286,0.69202,1.13247,0.31942,0.22368,0.21735,0.13503,2.26399,6.3308,2.28544,0.000470375,0.000470375,0.000470375
128,316.758,0.84465,0.6804,1.14483,0.32313,0.18421,0.19527,0.12973,2.19676,6.37177,2.21773,0.000464188,0.000464188,0.000464188
129,319.211,0.71432,0.61387,1.10364,0.35426,0.21053,0.21309,0.13169,2.2005,6.39969,2.18746,0.000458,0.000458,0.000458
130,321.685,0.81577,0.64003,1.14935,0.34713,0.20921,0.20878,0.13065,2.25504,6.46268,2.24566,0.000451813,0.000451813,0.000451813
131,324.126,0.82271,0.67326,1.16393,0.39598,0.17105,0.20533,0.12575,2.29659,6.47779,2.28022,0.000445625,0.000445625,0.000445625
132,326.59,0.87627,0.70372,1.14239,0.41496,0.17105,0.20497,0.11529,2.26918,6.54423,2.25907,0.000439437,0.000439437,0.000439437
133,329.056,0.73236,0.64667,1.11446,0.36367,0.15789,0.18451,0.10858,2.23923,6.60203,2.26383,0.00043325,0.00043325,0.00043325
134,331.52,0.89579,0.71302,1.15062,0.35061,0.14474,0.17734,0.10774,2.24883,6.64415,2.27968,0.000427062,0.000427062,0.000427062
135,333.939,0.77985,0.66205,1.12047,0.28874,0.17105,0.18567,0.11629,2.26373,6.68483,2.27441,0.000420875,0.000420875,0.000420875
136,336.404,0.77352,0.70731,1.17448,0.26157,0.15882,0.18388,0.10861,2.29451,6.64368,2.30287,0.000414688,0.000414688,0.000414688
137,338.917,0.81589,0.71119,1.14578,0.2972,0.13158,0.17576,0.10753,2.28597,6.56405,2.30134,0.0004085,0.0004085,0.0004085
138,341.363,0.73471,0.62626,1.12266,0.32556,0.14474,0.1878,0.1094,2.33159,6.45906,2.32589,0.000402312,0.000402312,0.000402312
139,343.828,0.82393,0.69813,1.16345,0.43815,0.13158,0.18609,0.12222,2.3298,6.4787,2.31847,0.000396125,0.000396125,0.000396125
140,346.325,0.71147,0.5964,1.08664,0.37493,0.15779,0.20302,0.12706,2.23869,6.45036,2.23714,0.000389938,0.000389938,0.000389938
141,348.808,0.71749,0.57359,1.10056,0.35234,0.15704,0.20406,0.12203,2.23258,6.48363,2.22833,0.00038375,0.00038375,0.00038375
142,351.237,0.77747,0.67812,1.14632,0.28969,0.18421,0.20281,0.11962,2.25735,6.47747,2.23701,0.000377563,0.000377563,0.000377563
143,353.72,0.83178,0.66029,1.16877,0.37218,0.15789,0.22231,0.12558,2.27126,6.43669,2.27321,0.000371375,0.000371375,0.000371375
144,356.25,0.71017,0.64014,1.10537,0.29545,0.21053,0.21685,0.1319,2.28134,6.2591,2.33789,0.000365188,0.000365188,0.000365188
145,358.691,0.73116,0.61003,1.10106,0.33762,0.24632,0.23605,0.14555,2.2644,6.28912,2.33433,0.000359,0.000359,0.000359
146,361.37,0.73048,0.61503,1.10744,0.31612,0.21053,0.22418,0.13754,2.30167,6.27262,2.35237,0.000352812,0.000352812,0.000352812
147,363.876,0.78696,0.62051,1.14065,0.31878,0.22368,0.21187,0.13974,2.29981,6.34282,2.36555,0.000346625,0.000346625,0.000346625
148,366.319,0.77916,0.6602,1.1415,0.28522,0.15728,0.18165,0.12417,2.25653,6.37863,2.32161,0.000340438,0.000340438,0.000340438
149,368.822,0.73755,0.60299,1.10763,0.33584,0.17105,0.20446,0.13532,2.22495,6.41257,2.23738,0.00033425,0.00033425,0.00033425
150,371.249,0.73479,0.6261,1.10619,0.39813,0.17105,0.21086,0.1406,2.20782,6.41537,2.16693,0.000328063,0.000328063,0.000328063
151,373.695,0.69658,0.56874,1.08388,0.41314,0.17105,0.22372,0.14194,2.16783,6.3365,2.09428,0.000321875,0.000321875,0.000321875
152,376.131,0.7293,0.60672,1.13085,0.41773,0.18421,0.23031,0.14394,2.13808,6.26053,2.06665,0.000315687,0.000315687,0.000315687
153,378.516,0.73195,0.58336,1.1092,0.41591,0.19533,0.2367,0.15361,2.15375,6.28718,2.08044,0.0003095,0.0003095,0.0003095
154,381.018,0.73464,0.57969,1.11147,0.40717,0.19737,0.23513,0.15352,2.18408,6.27112,2.11113,0.000303313,0.000303313,0.000303313
155,383.44,0.6942,0.59935,1.11965,0.35587,0.19502,0.22316,0.14026,2.23056,6.19023,2.13454,0.000297125,0.000297125,0.000297125
156,385.885,0.68639,0.5567,1.10241,0.39374,0.19737,0.2376,0.14538,2.27007,6.16193,2.17213,0.000290937,0.000290937,0.000290937
157,388.309,0.68583,0.57193,1.09194,0.39346,0.1945,0.24318,0.14516,2.28061,6.13885,2.22202,0.00028475,0.00028475,0.00028475
158,390.722,0.654,0.54111,1.08649,0.33937,0.22243,0.243,0.14758,2.2317,6.17629,2.20851,0.000278562,0.000278562,0.000278562
159,393.16,0.75005,0.60064,1.10454,0.35367,0.18421,0.22917,0.15154,2.23197,6.21805,2.23303,0.000272375,0.000272375,0.000272375
160,395.67,0.71425,0.57093,1.08895,0.32137,0.19737,0.23541,0.15371,2.24499,6.21797,2.29207,0.000266187,0.000266187,0.000266187
161,398.09,0.66526,0.51259,1.07308,0.32558,0.19737,0.2349,0.15148,2.24792,6.19894,2.29422,0.00026,0.00026,0.00026
162,400.572,0.6978,0.58029,1.08429,0.36247,0.20815,0.23437,0.15128,2.25759,6.23722,2.31059,0.000253812,0.000253812,0.000253812
163,403.008,0.70179,0.57836,1.08987,0.34078,0.19737,0.23837,0.1497,2.23218,6.2586,2.28908,0.000247625,0.000247625,0.000247625
164,405.499,0.64887,0.532,1.06919,0.36816,0.22057,0.25101,0.16269,2.19278,6.18636,2.2382,0.000241438,0.000241438,0.000241438
